School Year,Division Number,Division Name,School Number,School Name,Total Count
2019-2020,29,Fairfax County ,2238,Dunn Loring E.C. Resource Ctr.,             327
2019-2020,29,Fairfax County ,2243,Eagle View Elementary,             115
2019-2020,29,Fairfax County ,1270,Edison High,             326
2019-2020,29,Fairfax County ,20,Fairfax High,             301
2019-2020,29,Fairfax County ,1480,Fairfax Villa Elementary,             122
2019-2020,29,Fairfax County ,1630,Fairhill Elementary,              63
2019-2020,29,Fairfax County ,290,Fairview Elementary,              92
2019-2020,29,Fairfax County ,1100,Falls Church High,             316
2019-2020,29,Fairfax County ,730,Flint Hill Elementary,              97
2019-2020,29,Fairfax County ,740,Floris Elementary,              96
2019-2020,29,Fairfax County ,70,Forest Edge Elementary,              95
2019-2020,29,Fairfax County ,1450,Forestdale Elementary,             118
2019-2020,29,Fairfax County ,370,Forestville Elementary,              77
2019-2020,29,Fairfax County ,2224,Fort Belvoir Elementary,             195
2019-2020,29,Fairfax County ,2458,Fort Belvoir Upper,             124
2019-2020,29,Fairfax County ,1920,Fort Hunt Elementary,              66
2019-2020,29,Fairfax County ,390,Fox Mill Elementary,              93
2019-2020,29,Fairfax County ,320,Franconia Elementary,              74
2019-2020,29,Fairfax County ,440,Franklin Middle,             148
2019-2020,29,Fairfax County ,490,Freedom Hill Elementary,              78
2019-2020,29,Fairfax County ,1410,Frost Middle,             205
2019-2020,29,Fairfax County ,630,Garfield Elementary,              51
2019-2020,29,Fairfax County ,1170,Glasgow Middle,             308
2019-2020,29,Fairfax County ,970,Glen Forest Elementary,             146
2019-2020,29,Fairfax County ,530,Graham Road Elementary,              57
2019-2020,29,Fairfax County ,570,Great Falls Elementary,              79
2019-2020,29,Fairfax County ,1840,Greenbriar East Elementary,             149
2019-2020,29,Fairfax County ,1500,Greenbriar West Elementary,              65
2019-2020,29,Fairfax County ,330,Groveton Elementary,             102
2019-2020,29,Fairfax County ,690,Gunston Elementary,              62
2019-2020,29,Fairfax County ,2210,Halley Elementary,             131
2019-2020,29,Fairfax County ,750,Haycock Elementary,              81
2019-2020,29,Fairfax County ,1740,Hayfield Elementary,              97
2019-2020,29,Fairfax County ,1800,Hayfield Secondary,             454
2019-2020,29,Fairfax County ,1250,Herndon Elementary,              90
2019-2020,29,Fairfax County ,32,Herndon High,             386
2019-2020,29,Fairfax County ,33,Herndon Middle,             222
2019-2020,29,Fairfax County ,1330,Hollin Meadows Elementary,             105
2019-2020,29,Fairfax County ,1521,Holmes Middle,             188
2019-2020,29,Fairfax County ,350,Hughes Middle,             181
2019-2020,29,Fairfax County ,1880,Hunt Valley Elementary,             117
2019-2020,29,Fairfax County ,1950,Hunters Woods Elementary School for the Arts and Sciences,              84
2019-2020,29,Fairfax County ,1980,Hutchison Elementary,             129
2019-2020,29,Fairfax County ,1420,Hybla Valley Elementary,             110
2019-2020,29,Fairfax County ,1120,Irving Middle,             148
2019-2020,29,Fairfax County ,2235,Island Creek Elementary,             130
2019-2020,29,Fairfax County ,673,Jackson Middle,             144
2019-2020,29,Fairfax County ,1070,Justice High,             355
2019-2020,29,Fairfax County ,1240,Keene Mill Elementary,              74
2019-2020,29,Fairfax County ,980,Kent Gardens Elementary,             104
2019-2020,29,Fairfax County ,1901,Key Center,              75
2019-2020,29,Fairfax County ,1900,Key Middle,             164
2019-2020,29,Fairfax County ,1761,Kilmer Center,              60
2019-2020,29,Fairfax County ,1760,Kilmer Middle,             136
2019-2020,29,Fairfax County ,1890,Kings Glen Elementary,              82
2019-2020,29,Fairfax County ,1440,Kings Park Elementary,              97
2019-2020,29,Fairfax County ,1570,Lake Anne Elementary,              99
2019-2020,29,Fairfax County ,90,Lake Braddock Secondary,             664
2019-2020,29,Fairfax County ,2209,Lane Elementary,              97
2019-2020,29,Fairfax County ,1460,Langley High,             175
2019-2020,29,Fairfax County ,1110,Lanier Middle,             132
2019-2020,29,Fairfax County ,2348,Laurel Hill Elementary,              96
2019-2020,29,Fairfax County ,1970,Laurel Ridge Elementary,             163
2019-2020,29,Fairfax County ,1020,Lee High,             298
2019-2020,29,Fairfax County ,1850,Lees Corner Elementary,             123
2019-2020,29,Fairfax County ,770,Lemon Road Elementary,              66
2019-2020,29,Fairfax County ,2233,Liberty Middle,             176
2019-2020,29,Fairfax County ,1400,Little Run Elementary,              85
2019-2020,29,Fairfax County ,1830,London Towne Elementary,             118
2019-2020,29,Fairfax County ,1150,Longfellow Middle,             128
2019-2020,29,Fairfax County ,2236,Lorton Station Elementary,             100
2019-2020,29,Fairfax County ,890,Lynbrook Elementary,              98
2019-2020,29,Fairfax County ,1060,Madison High,             312
2019-2020,29,Fairfax County ,1210,Mantua Elementary,             131
2019-2020,29,Fairfax County ,1290,Marshall High,             284
2019-2020,29,Fairfax County ,1200,Marshall Road Elementary,             120
2019-2020,29,Fairfax County ,2410,Mason Crest Elementary,             125
2019-2020,29,Fairfax County ,790,McLean High,             263
2019-2020,29,Fairfax County ,2231,McNair Elementary,             103
2019-2020,29,Fairfax County ,1390,Mosby Woods Elementary,             106
2019-2020,29,Fairfax County ,510,Mount Eagle Elementary,              48
2019-2020,29,Fairfax County ,420,Mount Vernon High,             389
2019-2020,29,Fairfax County ,1640,Mount Vernon Woods Elementary,              91
2019-2020,29,Fairfax County ,2211,Mountain View High,              35
2019-2020,29,Fairfax County ,800,Navy Elementary,              90
2019-2020,29,Fairfax County ,470,Newington Forest Elementary,              74
2019-2020,29,Fairfax County ,930,North Springfield Elementary,             158
2019-2020,29,Fairfax County ,430,Oak Hill Elementary,             120
2019-2020,29,Fairfax County ,1860,Oak View Elementary,             135
2019-2020,29,Fairfax County ,140,Oakton Elementary,              96
2019-2020,29,Fairfax County ,1710,Oakton High,             265
2019-2020,29,Fairfax County ,1650,Olde Creek Elementary,             106
2019-2020,29,Fairfax County ,150,Orange Hunt Elementary,             126
2019-2020,29,Fairfax County ,1030,Parklawn Elementary,              88
2019-2020,29,Fairfax County ,2440,Pimmit E.C. Resouce Ctr.,              49
2019-2020,29,Fairfax County ,820,Pine Spring Elementary,              99
2019-2020,29,Fairfax County ,1130,Poe Middle,             209
2019-2020,29,Fairfax County ,2080,Poplar Tree Elementary,              97
2019-2020,29,Fairfax County ,2237,Powell Elementary,             118
2019-2020,29,Fairfax County ,2230,Providence Elementary,             117
2019-2020,29,Fairfax County ,1310,Ravensworth Elementary,              83
2019-2020,29,Fairfax County ,1820,Riverside Elementary,             126
2019-2020,29,Fairfax County ,1960,Robinson Secondary,             592
2019-2020,29,Fairfax County ,300,Rocky Run Middle,             119
2019-2020,29,Fairfax County ,1770,Rolling Valley Elementary,             100
2019-2020,29,Fairfax County ,950,Rose Hill Elementary,             157
2019-2020,29,Fairfax County ,1300,Sandburg Middle,             236
2019-2020,29,Fairfax County ,2030,Sangster Elementary,             140
2019-2020,29,Fairfax County ,2040,Saratoga Elementary,             114
2019-2020,29,Fairfax County ,80,Sherman Elementary,              50
2019-2020,29,Fairfax County ,1660,Shrevewood Elementary,              99
2019-2020,29,Fairfax County ,1680,Silverbrook Elementary,             107
2019-2020,29,Fairfax County ,710,Sleepy Hollow Elementary,              78
2019-2020,29,Fairfax County ,2241,South County High,             351
2019-2020,29,Fairfax County ,2420,South County Middle,             138
2019-2020,29,Fairfax County ,1990,South Lakes High,             447
2019-2020,29,Fairfax County ,1620,Spring Hill Elementary,              94
2019-2020,29,Fairfax County ,960,Springfield Estates Elementary,              72
2019-2020,29,Fairfax County ,1380,Stenwood Elementary,              82
2019-2020,29,Fairfax County ,2070,Stone Middle,             147
2019-2020,29,Fairfax County ,1350,Stratford Landing Elementary,             126
2019-2020,29,Fairfax County ,280,Sunrise Valley Elementary,              90
2019-2020,29,Fairfax County ,170,Terra Centre Elementary,             112
2019-2020,29,Fairfax County ,250,Terraset Elementary,             134
2019-2020,29,Fairfax County ,1371,Thomas Jefferson High for Science and Technology,              14
2019-2020,29,Fairfax County ,1140,Thoreau Middle,             201
2019-2020,29,Fairfax County ,830,Timber Lane Elementary,             116
2019-2020,29,Fairfax County ,1160,Twain Middle,             144
2019-2020,29,Fairfax County ,1540,Union Mill Elementary,             110
2019-2020,29,Fairfax County ,120,Vienna Elementary,              76
2019-2020,29,Fairfax County ,2252,Virginia Hills E.C. Resource Ctr.,             347
2019-2020,29,Fairfax County ,2050,Virginia Run Elementary,              92
2019-2020,29,Fairfax County ,850,Wakefield Forest Elementary,              78
2019-2020,29,Fairfax County ,2100,Waples Mill Elementary,             158
2019-2020,29,Fairfax County ,1320,Washington Mill Elementary,              94
2019-2020,29,Fairfax County ,1080,Waynewood Elementary,              94
2019-2020,29,Fairfax County ,900,West Potomac High,             430
2019-2020,29,Fairfax County ,1430,West Springfield Elementary,             108
2019-2020,29,Fairfax County ,1610,West Springfield High,             349
2019-2020,29,Fairfax County ,1580,Westbriar Elementary,              84
2019-2020,29,Fairfax County ,2228,Westfield High,             423
2019-2020,29,Fairfax County ,1670,Westgate Elementary,              61
2019-2020,29,Fairfax County ,580,Westlawn Elementary,             116
2019-2020,29,Fairfax County ,520,Weyanoke Elementary,              70
2019-2020,29,Fairfax County ,400,White Oaks Elementary,              85
2019-2020,29,Fairfax County ,1550,Whitman Middle,             185
2019-2020,29,Fairfax County ,2060,Willow Springs Elementary,              93
2019-2020,29,Fairfax County ,1810,Wolftrap Elementary,              58
2019-2020,29,Fairfax County ,650,Woodburn Elementary,              89
2019-2020,29,Fairfax County ,380,Woodlawn Elementary,             116
2019-2020,29,Fairfax County ,590,Woodley Hills Elementary,              80
2019-2020,29,Fairfax County ,1260,Woodson High,             379
2019-2020,109,Falls Church City ,251,George Mason High,             116
2019-2020,109,Falls Church City ,270,Jessie Thackrey  Preschool,              27
2019-2020,109,Falls Church City ,252,Mary Ellen Henderson Middle,              85
2019-2020,109,Falls Church City ,240,Mount Daniel Elementary,              49
2019-2020,109,Falls Church City ,260,Thomas Jefferson Elementary,              63
2019-2020,30,Fauquier County ,854,Auburn Middle,              83
2019-2020,30,Fauquier County ,460,C. Hunter Ritchie Elementary,              80
2019-2020,30,Fauquier County ,730,C.M. Bradley Elementary,              46
2019-2020,30,Fauquier County ,520,Cedar Lee Middle,              98
2019-2020,30,Fauquier County ,120,Claude Thompson Elementary,              26
2019-2020,30,Fauquier County ,701,Fauquier High,             179
2019-2020,30,Fauquier County ,450,Grace Miller Elementary,              62
2019-2020,30,Fauquier County ,511,Greenville Elementary,              66
2019-2020,30,Fauquier County ,750,H.M. Pearson Elementary,              63
2019-2020,30,Fauquier County ,853,James G. Brumfield Elementary,              97
2019-2020,30,Fauquier County ,510,Kettle Run High,             177
2019-2020,30,Fauquier County ,851,Liberty High,             214
2019-2020,30,Fauquier County ,530,Margaret M. Pierce Elementary,              69
2019-2020,30,Fauquier County ,10,Marshall Middle,              76
2019-2020,30,Fauquier County ,20,Mary Walter Elementary,              64
2019-2020,30,Fauquier County ,720,P.B. Smith Elementary,              53
2019-2020,30,Fauquier County ,670,W.C. Taylor Middle,              64
2019-2020,30,Fauquier County ,740,W.G. Coleman Elementary,              58
2019-2020,30,Fauquier County ,660,Warrenton Middle,              54
2019-2020,31,Floyd County ,90,Check Elementary,              57
2019-2020,31,Floyd County ,660,Floyd County High,              95
2019-2020,31,Floyd County ,360,Floyd Elementary,              86
2019-2020,31,Floyd County ,650,Indian Valley Elementary,              19
2019-2020,31,Floyd County ,500,Willis Elementary,              35
2019-2020,32,Fluvanna County ,300,Carysbrook Elementary,              48
2019-2020,32,Fluvanna County ,310,Central Elementary,              65
2019-2020,32,Fluvanna County ,260,Fluvanna County High,             197
2019-2020,32,Fluvanna County ,320,Fluvanna Middle,              90
2019-2020,32,Fluvanna County ,330,West Central Primary School,              69
2019-2020,135,Franklin City ,20,Franklin High,              38
2019-2020,135,Franklin City ,561,Joseph P. King Jr. Middle,              36
2019-2020,135,Franklin City ,10,S.P. Morton Elementary,              62
2019-2020,33,Franklin County ,32,Benjamin Franklin Middle-East,              85
2019-2020,33,Franklin County ,31,Benjamin Franklin Middle-West,             139
2019-2020,33,Franklin County ,1370,Boones Mill Elementary,              43
2019-2020,33,Franklin County ,1320,Burnt Chimney Elementary,              66
2019-2020,33,Franklin County ,350,Callaway Elementary,              43
2019-2020,33,Franklin County ,20,Dudley Elementary,              42
2019-2020,33,Franklin County ,1360,Ferrum Elementary,              35
2019-2020,33,Franklin County ,1311,Franklin County High,             314
2019-2020,33,Franklin County ,1481,Gereau Center for Applied Technology & Career Exploration,              41
2019-2020,33,Franklin County ,690,Glade Hill Elementary,              40
2019-2020,33,Franklin County ,10,Henry Elementary,              39
2019-2020,33,Franklin County ,660,Lee M. Waid Elementary,             103
2019-2020,33,Franklin County ,1380,Rocky Mount Elementary,              85
2019-2020,33,Franklin County ,1170,Snow Creek Elementary,              31
2019-2020,33,Franklin County ,960,Sontag Elementary,              57
2019-2020,33,Franklin County ,980,Windy Gap Elementary,              49
2019-2020,34,Frederick County ,586,Admiral Richard E. Byrd Middle,             131
2019-2020,34,Frederick County ,10,Apple Pie Ridge Elementary,              82
2019-2020,34,Frederick County ,320,Armel Elementary,              85
2019-2020,34,Frederick County ,20,Bass-Hoover Elementary,              74
2019-2020,34,Frederick County ,587,Evendale Elementary,              78
2019-2020,34,Frederick County ,460,Frederick County Middle,             137
2019-2020,34,Frederick County ,380,Gainesboro Elementary,              74
2019-2020,34,Frederick County ,590,Greenwood Mill Elementary,              68
2019-2020,34,Frederick County ,40,Indian Hollow Elementary,              44
2019-2020,34,Frederick County ,30,James Wood High,             197
2019-2020,34,Frederick County ,420,James Wood Middle,             130
2019-2020,34,Frederick County ,340,Middletown Elementary,              68
2019-2020,34,Frederick County ,584,Millbrook High,             189
2019-2020,34,Frederick County ,583,Orchard View Elementary,              66
2019-2020,34,Frederick County ,582,Redbud Run Elementary,              85
2019-2020,34,Frederick County ,480,Robert E. Aylor Middle,              83
2019-2020,34,Frederick County ,581,Sherando High,             212
2019-2020,34,Frederick County ,410,Stonewall Elementary,              89
2019-2020,110,Fredericksburg City ,50,Hugh Mercer Elementary,              89
2019-2020,110,Fredericksburg City ,40,James Monroe High,             118
2019-2020,110,Fredericksburg City ,272,Lafayette Upper Elementary,             105
2019-2020,110,Fredericksburg City ,30,Walker-Grant Early Childhood Center,              55
2019-2020,110,Fredericksburg City ,273,Walker-Grant Middle,             108
2019-2020,111,Galax City ,10,Galax Elementary,              76
2019-2020,111,Galax City ,31,Galax High,              44
2019-2020,111,Galax City ,32,Galax Middle,              56
2019-2020,35,Giles County ,10,Eastern Elementary/Middle ,              54
2019-2020,35,Giles County ,461,Giles High,              91
2019-2020,35,Giles County ,390,Macy Mcclaugherty Elementary/Middle,             113
2019-2020,35,Giles County ,400,Narrows Elementary/Middle ,              94
2019-2020,35,Giles County ,470,Narrows High,              60
2019-2020,36,Gloucester County ,250,Abingdon Elementary,              94
2019-2020,36,Gloucester County ,240,Achilles Elementary,              60
2019-2020,36,Gloucester County ,381,Bethel Elementary,              71
2019-2020,36,Gloucester County ,100,Botetourt Elementary,              72
2019-2020,36,Gloucester County ,260,Gloucester High,             212
2019-2020,36,Gloucester County ,802,Page Middle,              73
2019-2020,36,Gloucester County ,280,Peasley Middle,              80
2019-2020,36,Gloucester County ,270,Petsworth Elementary,              50
2019-2020,37,Goochland County ,120,Byrd Elementary,              43
2019-2020,37,Goochland County ,360,Goochland Elementary,              82
2019-2020,37,Goochland County ,220,Goochland High,              93
2019-2020,37,Goochland County ,340,Goochland Middle,              78
2019-2020,37,Goochland County ,260,Randolph Elementary,              67
2019-2020,38,Grayson County ,480,Fairview Elementary,              21
2019-2020,38,Grayson County ,911,Fries Elementary,              59
2019-2020,38,Grayson County ,421,Grayson County High,              71
2019-2020,38,Grayson County ,430,Grayson Highlands,              22
2019-2020,38,Grayson County ,422,Independence Elementary,              52
2019-2020,38,Grayson County ,11,Independence Middle,              46
2019-2020,39,Greene County ,20,Nathanael Greene Elementary,              42
2019-2020,39,Greene County ,10,Nathanael Greene Primary School,              79
2019-2020,39,Greene County ,30,Ruckersville Elementary,              70
2019-2020,39,Greene County ,72,William Monroe High,             131
2019-2020,39,Greene County ,71,William Monroe Middle,              98
2019-2020,40,Greensville County ,260,Belfield Elementary,              19
2019-2020,40,Greensville County ,190,Edward W. Wyatt Middle,              71
2019-2020,40,Greensville County ,200,Greensville County High,              90
2019-2020,40,Greensville County ,50,Greensville Elementary,             139
2019-2020,41,Halifax County ,1560,Clays Mill Elementary,              43
2019-2020,41,Halifax County ,20,Cluster Springs Elementary,             102
2019-2020,41,Halifax County ,10,Halifax County High,             257
2019-2020,41,Halifax County ,1480,Halifax County Middle,             217
2019-2020,41,Halifax County ,1550,Meadville Elementary,              23
2019-2020,41,Halifax County ,1510,Scottsburg Elementary,              61
2019-2020,41,Halifax County ,1521,Sinai Elementary,              38
2019-2020,41,Halifax County ,30,South Boston Elementary,             124
2019-2020,41,Halifax County ,950,South Boston/Halifax Early Learning Center,              24
2019-2020,41,Halifax County ,1490,Sydnor Jennings Elementary,              46
2019-2020,112,Hampton City ,500,A.W.E. Bassette Elementary,              60
2019-2020,112,Hampton City ,160,Aberdeen Elementary,              52
2019-2020,112,Hampton City ,260,Alfred S. Forrest Elementary,              48
2019-2020,112,Hampton City ,120,Armstrong Elementary,              31
2019-2020,112,Hampton City ,330,Barron Elementary,              50
2019-2020,112,Hampton City ,350,Benjamin Syms Middle,             187
2019-2020,112,Hampton City ,430,Bethel High,             257
2019-2020,112,Hampton City ,470,Booker Elementary,              39
2019-2020,112,Hampton City ,450,C. Alton Lindsay Middle,             132
2019-2020,112,Hampton City ,460,Captain John Smith Elementary,              61
2019-2020,112,Hampton City ,300,Cesar Tarrant Middle,             106
2019-2020,112,Hampton City ,420,Christopher C. Kraft Elementary ,              47
2019-2020,112,Hampton City ,30,Francis Asbury Elementary,              53
2019-2020,112,Hampton City ,70,Francis W. Jones Magnet Middle,              62
2019-2020,112,Hampton City ,650,George P. Phenix Elementary,             195
2019-2020,112,Hampton City ,280,Hampton High,             202
2019-2020,112,Hampton City ,640,Hunter B. Andrews,             124
2019-2020,112,Hampton City ,250,Jane H. Bryan Elementary,              60
2019-2020,112,Hampton City ,270,John B. Cary Elementary,              33
2019-2020,112,Hampton City ,440,John Tyler Elementary,              45
2019-2020,112,Hampton City ,320,Kecoughtan High,             208
2019-2020,112,Hampton City ,490,Luther W. Machen Elementary ,              48
2019-2020,112,Hampton City ,210,Moton Early Childhood Center,              32
2019-2020,112,Hampton City ,410,Paul Burbank Elementary,              76
2019-2020,112,Hampton City ,370,Phillips Elementary,              56
2019-2020,112,Hampton City ,50,Phoebus High,             176
2019-2020,112,Hampton City ,180,Samuel P. Langley Elementary,              78
2019-2020,112,Hampton City ,380,Thomas Eaton Middle,              66
2019-2020,112,Hampton City ,360,Tucker-Capps Elementary,              47
2019-2020,112,Hampton City ,80,William Mason Cooper Elementary,              43
2019-2020,42,Hanover County ,62,Atlee High,             189
2019-2020,42,Hanover County ,360,Battlefield Park Elementary,              68
2019-2020,42,Hanover County ,20,Beaverdam Elementary,              52
2019-2020,42,Hanover County ,61,Chickahominy Middle,             166
2019-2020,42,Hanover County ,70,Cold Harbor Elementary,              99
2019-2020,42,Hanover County ,551,Cool Spring Elementary,              96
2019-2020,42,Hanover County ,430,Elmont Elementary,              78
2019-2020,42,Hanover County ,554,Hanover High,             194
2019-2020,42,Hanover County ,150,Henry Clay Elementary,              54
2019-2020,42,Hanover County ,162,John M. Gandy Elementary,              45
2019-2020,42,Hanover County ,200,Kersey Creek Elementary,              80
2019-2020,42,Hanover County ,210,Laurel Meadow Elementary,              98
2019-2020,42,Hanover County ,370,Lee Davis High,             213
2019-2020,42,Hanover County ,450,Liberty Middle,             163
2019-2020,42,Hanover County ,420,Mechanicsville Elementary,             105
2019-2020,42,Hanover County ,360,O.B. Gates Elementary,<
2019-2020,42,Hanover County ,553,Oak Knoll Middle,             112
2019-2020,42,Hanover County ,400,Patrick Henry High,             190
2019-2020,42,Hanover County ,410,Pearson's Corner Elementary,              85
2019-2020,42,Hanover County ,552,Pole Green Elementary,              78
2019-2020,42,Hanover County ,30,Rural Point Elementary,             119
2019-2020,42,Hanover County ,40,South Anna Elementary,              73
2019-2020,42,Hanover County ,440,Stonewall Jackson Middle,             169
2019-2020,42,Hanover County ,290,Washington-Henry Elementary ,              48
2019-2020,113,Harrisonburg City ,120,Bluestone Elementary,              49
2019-2020,113,Harrisonburg City ,12,Harrisonburg High,             171
2019-2020,113,Harrisonburg City ,50,Keister Elementary,              51
2019-2020,113,Harrisonburg City ,111,Skyline Middle,              91
2019-2020,113,Harrisonburg City ,110,Smithland Elementary,              97
2019-2020,113,Harrisonburg City ,60,Spotswood Elementary,              44
2019-2020,113,Harrisonburg City ,191,Stone Spring Elementary,              91
2019-2020,113,Harrisonburg City ,80,Thomas Harrison Middle,              66
2019-2020,113,Harrisonburg City ,30,Waterman Elementary,              66
2019-2020,43,Henrico County ,450,Anthony P. Mehfoud Elementary,              48
2019-2020,43,Henrico County ,320,Arthur Ashe Jr. Elementary ,              79
2019-2020,43,Henrico County ,500,Brookland Middle,             194
2019-2020,43,Henrico County ,120,Cashell Donahoe Elementary,              70
2019-2020,43,Henrico County ,590,Chamberlayne Elementary,              69
2019-2020,43,Henrico County ,530,Charles M. Johnson Elementary,              63
2019-2020,43,Henrico County ,93,Colonial Trail Elementary,              71
2019-2020,43,Henrico County ,400,Crestview Elementary,              73
