School Year,Division Number,Division Name,School Number,School Name,Total Count
2020-2021,52,Lee County ,820,Elydale Middle,              18
2020-2021,52,Lee County ,630,Flatwoods Elementary,              55
2020-2021,52,Lee County ,470,Jonesville Middle,              31
2020-2021,52,Lee County ,300,Lee High,             123
2020-2021,52,Lee County ,290,Pennington Middle,              53
2020-2021,52,Lee County ,670,Rose Hill Elementary,              47
2020-2021,52,Lee County ,200,St. Charles Elementary,              41
2020-2021,52,Lee County ,880,Thomas Walker High,              71
2020-2021,137,Lexington City ,1390,Harrington Waddell Elementary,              33
2020-2021,137,Lexington City ,1440,Lylburn Downing Middle,              13
2020-2021,137,Lexington City ,22,Rockbridge County High,              18
2020-2021,53,Loudoun County ,510,Aldie Elementary,              12
2020-2021,53,Loudoun County ,150,Algonkian Elementary,              89
2020-2021,53,Loudoun County ,610,Arcola Elementary,             107
2020-2021,53,Loudoun County ,170,Ashburn Elementary,              57
2020-2021,53,Loudoun County ,220,Ball's Bluff Elementary,              68
2020-2021,53,Loudoun County ,650,Banneker Elementary,              19
2020-2021,53,Loudoun County ,940,Belmont Ridge Middle,             110
2020-2021,53,Loudoun County ,300,Belmont Station Elementary ,             111
2020-2021,53,Loudoun County ,790,Blue Ridge Middle,             154
2020-2021,53,Loudoun County ,1120,Brambleton Middle School,             122
2020-2021,53,Loudoun County ,420,Briar Woods High ,             146
2020-2021,53,Loudoun County ,740,Broad Run High,             149
2020-2021,53,Loudoun County ,450,Buffalo Trail Elementary,              88
2020-2021,53,Loudoun County ,460,Cardinal Ridge Elementary ,              78
2020-2021,53,Loudoun County ,710,Catoctin Elementary,              74
2020-2021,53,Loudoun County ,840,Cedar Lane Elementary,              95
2020-2021,53,Loudoun County ,160,Cool Spring Elementary,              52
2020-2021,53,Loudoun County ,890,Countryside Elementary,              60
2020-2021,53,Loudoun County ,540,Creighton's Corner Elementary,              86
2020-2021,53,Loudoun County ,1000,Discovery Elementary,              87
2020-2021,53,Loudoun County ,31,Dominion High,             160
2020-2021,53,Loudoun County ,470,Dominion Trail Elementary,              69
2020-2021,53,Loudoun County ,880,Eagle Ridge Middle,             123
2020-2021,53,Loudoun County ,730,Emerick Elementary,              53
2020-2021,53,Loudoun County ,190,Evergreen Mill Elementary,              68
2020-2021,53,Loudoun County ,210,Farmwell Station Middle,             121
2020-2021,53,Loudoun County ,970,Forest Grove Elementary,              62
2020-2021,53,Loudoun County ,91,Frances Hazel Reid Elementary,              78
2020-2021,53,Loudoun County ,530,Frederick Douglass Elementary,             112
2020-2021,53,Loudoun County ,120,Freedom High ,             190
2020-2021,53,Loudoun County ,371,Goshen Post Elementary,             111
2020-2021,53,Loudoun County ,720,Guilford Elementary,              52
2020-2021,53,Loudoun County ,230,Hamilton Elementary,              37
2020-2021,53,Loudoun County ,921,Harmony Middle,             164
2020-2021,53,Loudoun County ,520,Harper Park Middle,             143
2020-2021,53,Loudoun County ,900,Heritage High,             222
2020-2021,53,Loudoun County ,111,Hillsboro Charter Academy,<
2020-2021,53,Loudoun County ,400,Hillside Elementary,              54
2020-2021,53,Loudoun County ,820,Horizon Elementary,              82
2020-2021,53,Loudoun County ,960,Hutchison Farm Elementary,              95
2020-2021,53,Loudoun County ,1110,Independence High,             151
2020-2021,53,Loudoun County ,20,J. Lupton Simpson Middle,             138
2020-2021,53,Loudoun County ,580,J. Michael Lunsford Middle,             160
2020-2021,53,Loudoun County ,370,John Champe High School,             151
2020-2021,53,Loudoun County ,950,John W. Tolbert Jr. Elementary ,              69
2020-2021,53,Loudoun County ,600,Kenneth W.Culbert Elementary,              69
2020-2021,53,Loudoun County ,80,Leesburg Elementary,              44
2020-2021,53,Loudoun County ,430,Legacy Elementary ,              94
2020-2021,53,Loudoun County ,560,Liberty Elementary,              91
2020-2021,53,Loudoun County ,1130,Lightridge High School,              68
2020-2021,53,Loudoun County ,290,Lincoln Elementary,<
2020-2021,53,Loudoun County ,860,Little River Elementary,              98
2020-2021,53,Loudoun County ,660,Loudoun County High,             200
2020-2021,53,Loudoun County ,680,Loudoun Valley High,             197
2020-2021,53,Loudoun County ,780,Lovettsville Elementary,              68
2020-2021,53,Loudoun County ,500,Lowes Island Elementary,              60
2020-2021,53,Loudoun County ,130,Lucketts Elementary,              33
2020-2021,53,Loudoun County ,1030,Madison's Trust Elementary,             100
2020-2021,53,Loudoun County ,70,Meadowland Elementary,              39
2020-2021,53,Loudoun County ,320,Mercer Middle ,             100
2020-2021,53,Loudoun County ,1200,Middleburg Community Charter,              14
2020-2021,53,Loudoun County ,910,Mill Run Elementary,              78
2020-2021,53,Loudoun County ,380,Moorefield Station Elementary,              88
2020-2021,53,Loudoun County ,980,Mountain View Elementary,             106
2020-2021,53,Loudoun County ,270,Newton-Lee Elementary ,              46
2020-2021,53,Loudoun County ,60,Park View High,             183
2020-2021,53,Loudoun County ,340,Pinebrook Elementary,              92
2020-2021,53,Loudoun County ,140,Potomac Falls High,             206
2020-2021,53,Loudoun County ,250,Potowmack Elementary,              70
2020-2021,53,Loudoun County ,930,River Bend Middle,             168
2020-2021,53,Loudoun County ,1050,Riverside High,             167
2020-2021,53,Loudoun County ,1060,Rock Ridge High,             116
2020-2021,53,Loudoun County ,40,Rolling Ridge Elementary,              56
2020-2021,53,Loudoun County ,550,Rosa Lee Carter Elementary,              60
2020-2021,53,Loudoun County ,180,Round Hill Elementary,              97
2020-2021,53,Loudoun County ,240,Sanders Corner Elementary,              45
2020-2021,53,Loudoun County ,870,Seldens Landing Elementary,              55
2020-2021,53,Loudoun County ,30,Seneca Ridge Middle,             133
2020-2021,53,Loudoun County ,90,Smart's Mill Middle ,             149
2020-2021,53,Loudoun County ,690,Sterling Elementary,              45
2020-2021,53,Loudoun County ,760,Sterling Middle,             144
2020-2021,53,Loudoun County ,350,Steuart W. Weller Elementary,              84
2020-2021,53,Loudoun County ,850,Stone Bridge High,             231
2020-2021,53,Loudoun County ,570,Stone Hill Middle,              66
2020-2021,53,Loudoun County ,10,Sugarland Elementary,              55
2020-2021,53,Loudoun County ,750,Sully Elementary,              47
2020-2021,53,Loudoun County ,280,Sycolin Creek Elementary,              72
2020-2021,53,Loudoun County ,1371,Thomas Jefferson High for Science and Technology,<
2020-2021,53,Loudoun County ,1040,Trailside Middle,             145
2020-2021,53,Loudoun County ,200,Tuscarora High,             185
2020-2021,53,Loudoun County ,700,Waterford Elementary,              20
2020-2021,53,Loudoun County ,1140,Waxpool Elementary,              74
2020-2021,53,Loudoun County ,360,Willard Middle School,             116
2020-2021,53,Loudoun County ,590,Woodgrove High,             261
2020-2021,54,Louisa County ,660,Jouett Elementary,              73
2020-2021,54,Louisa County ,602,Louisa County High,             322
2020-2021,54,Louisa County ,601,Louisa County Middle,             198
2020-2021,54,Louisa County ,80,Moss-Nuckols Elementary,              97
2020-2021,54,Louisa County ,610,Thomas Jefferson Elementary,              95
2020-2021,54,Louisa County ,641,Trevilians Elementary,              80
2020-2021,55,Lunenburg County ,560,Central High,              77
2020-2021,55,Lunenburg County ,240,Kenbridge Elementary,              59
2020-2021,55,Lunenburg County ,171,Lunenburg Middle,              53
2020-2021,55,Lunenburg County ,140,Victoria Elementary,              67
2020-2021,115,Lynchburg City ,290,Bedford Hills Elementary,              90
2020-2021,115,Lynchburg City ,70,Dearington Elementary/Innovation ,              34
2020-2021,115,Lynchburg City ,260,E.C. Glass High ,             192
2020-2021,115,Lynchburg City ,1102,Heritage Elementary,              60
2020-2021,115,Lynchburg City ,130,Heritage High,             127
2020-2021,115,Lynchburg City ,360,Linkhorne Elementary,              60
2020-2021,115,Lynchburg City ,350,Linkhorne Middle,              97
2020-2021,115,Lynchburg City ,170,Paul Laurence Dunbar Middle for Innovation ,              73
2020-2021,115,Lynchburg City ,330,Paul Munro Elementary,              39
2020-2021,115,Lynchburg City ,270,Perrymont Elementary,              78
2020-2021,115,Lynchburg City ,190,Robert S. Payne Elementary,              65
2020-2021,115,Lynchburg City ,370,Sandusky Elementary,              53
2020-2021,115,Lynchburg City ,340,Sandusky Middle,             108
2020-2021,115,Lynchburg City ,300,Sheffield Elementary,              96
2020-2021,115,Lynchburg City ,90,T.C. Miller Elementary for Innovation,              41
2020-2021,115,Lynchburg City ,250,William M. Bass Elementary,              37
2020-2021,56,Madison County ,221,Madison County High,              48
2020-2021,56,Madison County ,230,Madison Primary,              30
2020-2021,56,Madison County ,200,Waverly Yowell Elementary,              48
2020-2021,56,Madison County ,222,William H. Wetsel Middle,              37
2020-2021,143,Manassas City ,470,Baldwin Elementary,              73
2020-2021,143,Manassas City ,471,Baldwin Intermediate School,              36
2020-2021,143,Manassas City ,60,George Carr Round Elementary,              55
2020-2021,143,Manassas City ,70,Grace E. Metz Middle ,             143
2020-2021,143,Manassas City ,310,Jennie Dean Elementary,              88
2020-2021,143,Manassas City ,80,Mayfield Intermediate,              93
2020-2021,143,Manassas City ,370,Osbourn High,             300
2020-2021,143,Manassas City ,20,Richard C. Haydon Elementary,              70
2020-2021,143,Manassas City ,10,Weems Elementary,              64
2020-2021,144,Manassas Park City ,522,Cougar Elementary,             130
2020-2021,144,Manassas Park City ,420,Manassas Park Elementary,             121
2020-2021,144,Manassas Park City ,30,Manassas Park High,             125
2020-2021,144,Manassas Park City ,31,Manassas Park Middle,             104
2020-2021,116,Martinsville City ,222,Albert Harris Elementary,              65
2020-2021,116,Martinsville City ,224,Clearview Early Learning Center,              15
2020-2021,116,Martinsville City ,110,Martinsville High,              63
2020-2021,116,Martinsville City ,10,Martinsville Middle,              57
2020-2021,116,Martinsville City ,223,Patrick Henry Elementary,              34
2020-2021,57,Mathews County ,291,Lee-Jackson Elementary,              70
2020-2021,57,Mathews County ,190,Mathews High,              37
2020-2021,57,Mathews County ,100,Thomas Hunter Middle,              50
2020-2021,58,Mecklenburg County ,980,Bluestone  High,              57
2020-2021,58,Mecklenburg County ,960,Bluestone Middle,              52
2020-2021,58,Mecklenburg County ,910,Chase City Elementary,              35
2020-2021,58,Mecklenburg County ,1000,Clarksville Elementary,              62
2020-2021,58,Mecklenburg County ,1020,LaCrosse Elementary ,              57
2020-2021,58,Mecklenburg County ,990,Park View High,              91
2020-2021,58,Mecklenburg County ,950,Park View Middle,              64
2020-2021,58,Mecklenburg County ,190,South Hill Elementary,              59
2020-2021,59,Middlesex County ,291,Middlesex Elementary,             131
2020-2021,59,Middlesex County ,90,Middlesex High,              55
2020-2021,59,Middlesex County ,140,St. Clare Walker Middle School,              46
2020-2021,60,Montgomery County ,902,Auburn Elementary,              51
2020-2021,60,Montgomery County ,650,Auburn High,              55
2020-2021,60,Montgomery County ,903,Auburn Middle,              47
2020-2021,60,Montgomery County ,700,Belview Elementary,              39
2020-2021,60,Montgomery County ,760,Blacksburg High,             103
2020-2021,60,Montgomery County ,710,Blacksburg Middle,             113
2020-2021,60,Montgomery County ,740,Christiansburg Elementary,              32
2020-2021,60,Montgomery County ,770,Christiansburg High,             114
2020-2021,60,Montgomery County ,671,Christiansburg Middle,             111
2020-2021,60,Montgomery County ,780,Christiansburg Primary,              46
2020-2021,60,Montgomery County ,30,Eastern Montgomery Elementary,              65
2020-2021,60,Montgomery County ,904,Eastern Montgomery High,              43
2020-2021,60,Montgomery County ,600,Falling Branch Elementary,              65
2020-2021,60,Montgomery County ,750,Gilbert Linkous Elementary,              33
2020-2021,60,Montgomery County ,10,Harding Avenue Elementary,              28
2020-2021,60,Montgomery County ,901,Kipps Elementary,              43
2020-2021,60,Montgomery County ,730,Margaret Beeks Elementary,              36
2020-2021,60,Montgomery County ,210,Prices Fork Elementary,              61
2020-2021,60,Montgomery County ,290,Shawsville Middle,              32
2020-2021,62,Nelson County ,710,Nelson County High,              98
2020-2021,62,Nelson County ,730,Nelson Middle,              63
2020-2021,62,Nelson County ,10,Rockfish River Elementary,              51
2020-2021,62,Nelson County ,20,Tye River Elementary,              72
2020-2021,63,New Kent County ,180,George W. Watkins Elementary,              72
2020-2021,63,New Kent County ,10,New Kent Elementary ,             119
2020-2021,63,New Kent County ,20,New Kent High ,             116
2020-2021,63,New Kent County ,100,New Kent Middle ,              95
2020-2021,117,Newport News City ,1404,Achievable Dream Academy,              33
2020-2021,117,Newport News City ,1405,Achievable Dream Middle/High ,              25
2020-2021,117,Newport News City ,1250,B.C. Charles Elementary ,              75
2020-2021,117,Newport News City ,110,B.T. Washington Middle ,              29
2020-2021,117,Newport News City ,1170,Carver Elementary,              99
2020-2021,117,Newport News City ,1393,Crittenden Middle,             173
2020-2021,117,Newport News City ,50,David A. Dutrow Elementary,              22
2020-2021,117,Newport News City ,1398,Deer Park Elementary,              44
2020-2021,117,Newport News City ,1402,Denbigh Early Childhood Center,              39
2020-2021,117,Newport News City ,280,Denbigh High,             223
2020-2021,117,Newport News City ,130,Discovery STEM Academy,              85
2020-2021,117,Newport News City ,1260,Ethel M. Gildersleeve Middle,             174
2020-2021,117,Newport News City ,1408,Gatewood Academy,              67
2020-2021,117,Newport News City ,1407,General Stanford Elementary,              46
2020-2021,117,Newport News City ,70,George J. McIntosh Elementary ,              82
2020-2021,117,Newport News City ,1395,Heritage High,             238
2020-2021,117,Newport News City ,1210,Hidenwood Elementary,              57
2020-2021,117,Newport News City ,1080,Hilton Elementary,              27
2020-2021,117,Newport News City ,1270,Homer L. Hines Middle,             192
2020-2021,117,Newport News City ,1240,Horace H. Epes Elementary,              91
2020-2021,117,Newport News City ,91,Huntington Middle,              29
2020-2021,117,Newport News City ,20,J.M. Dozier Middle ,             146
2020-2021,117,Newport News City ,1411,John Marshall Early Childhood Center,              23
2020-2021,117,Newport News City ,300,Joseph H. Saunders Elementary,              66
2020-2021,117,Newport News City ,1290,Kiln Creek Elementary,              91
2020-2021,117,Newport News City ,200,L.F. Palmer Elementary ,              30
2020-2021,117,Newport News City ,1409,Lee Hall Early Childhood Center,<
2020-2021,117,Newport News City ,1180,Lee Hall Elementary,              64
2020-2021,117,Newport News City ,1400,Mary Passage Middle,             167
2020-2021,117,Newport News City ,1220,Menchville High,             234
2020-2021,117,Newport News City ,1120,Newsome Park Elementary,              78
2020-2021,117,Newport News City ,150,Oliver C. Greenwood Elementary,              46
2020-2021,117,Newport News City ,310,R.O. Nelson Elementary ,              99
2020-2021,117,Newport News City ,270,Richard T. Yates Elementary,              55
2020-2021,117,Newport News City ,1230,Richneck Elementary,              50
2020-2021,117,Newport News City ,1150,Riverside Elementary,              61
2020-2021,117,Newport News City ,250,Sedgefield Elementary,              56
2020-2021,117,Newport News City ,290,T. Ryland Sanford Elementary,              38
2020-2021,117,Newport News City ,1070,Warwick High,             219
2020-2021,117,Newport News City ,1410,Watkins Early Childhood Center,              18
2020-2021,117,Newport News City ,320,Willis A. Jenkins Elementary,              51
2020-2021,117,Newport News City ,1396,Woodside High,             240
2020-2021,118,Norfolk City ,185,Academy for Discovery at Lakewood,              75
2020-2021,118,Norfolk City ,760,Azalea Gardens Middle,             128
2020-2021,118,Norfolk City ,250,Bay View Elementary,              56
2020-2021,118,Norfolk City ,510,Berkley/Campostella Early Childhood Education Center,<
2020-2021,118,Norfolk City ,20,Blair Middle,             212
2020-2021,118,Norfolk City ,880,Booker T Washington High,             203
2020-2021,118,Norfolk City ,40,Camp Allen Elementary,              52
2020-2021,118,Norfolk City ,220,Chesterfield Academy Elementary,              32
2020-2021,118,Norfolk City ,550,Coleman Place Elementary,              69
2020-2021,118,Norfolk City ,560,Crossroads Elementary,             136
2020-2021,118,Norfolk City ,740,Easton Preschool,              62
2020-2021,118,Norfolk City ,750,Fairlawn Elementary,              28
2020-2021,118,Norfolk City ,90,Ghent K-8,              55
2020-2021,118,Norfolk City ,420,Granby Elementary,              70
2020-2021,118,Norfolk City ,390,Granby High,             260
2020-2021,118,Norfolk City ,610,Ingleside Elementary,              50
2020-2021,118,Norfolk City ,430,Jacox Elementary,              70
2020-2021,118,Norfolk City ,131,James Monroe Elementary,              31
2020-2021,118,Norfolk City ,790,Lake Taylor,              98
2020-2021,118,Norfolk City ,840,Lake Taylor High ,             176
2020-2021,118,Norfolk City ,210,Larchmont Elementary,              58
2020-2021,118,Norfolk City ,670,Larrymore Elementary,              83
2020-2021,118,Norfolk City ,520,Lindenwood Elementary,              27
2020-2021,118,Norfolk City ,682,Little Creek Elementary,             116
2020-2021,118,Norfolk City ,460,Mary Calcott Elementary School,              50
2020-2021,118,Norfolk City ,10,Matthew Fontaine Maury High,             234
2020-2021,118,Norfolk City ,490,Northside Middle,             161
2020-2021,118,Norfolk City ,620,Norview Elementary,              69
2020-2021,118,Norfolk City ,580,Norview High,             242
2020-2021,118,Norfolk City ,570,Norview Middle,             210
2020-2021,118,Norfolk City ,190,Ocean View Elementary,              72
2020-2021,118,Norfolk City ,630,Oceanair Elementary,              57
2020-2021,118,Norfolk City ,530,P.B. Young Sr. Elementary ,              22
2020-2021,118,Norfolk City ,480,Richard Bowling Elementary,              61
2020-2021,118,Norfolk City ,850,Sewells Point Elementary,             100
2020-2021,118,Norfolk City ,650,Sherwood Forest Elementary,              52
2020-2021,118,Norfolk City ,770,Southside STEM Academy at Campostella ,             116
2020-2021,118,Norfolk City ,820,St. Helena Elementary,              27
2020-2021,118,Norfolk City ,500,Suburban Park Elementary,              64
2020-2021,118,Norfolk City ,100,Tanners Creek Elementary,              69
2020-2021,118,Norfolk City ,800,Tarrallton Elementary,              51
2020-2021,118,Norfolk City ,780,Tidewater Park Elementary,              33
2020-2021,118,Norfolk City ,150,Walter Herron Taylor Elementary,              29
2020-2021,118,Norfolk City ,471,Willard Model Elementary,              79
2020-2021,118,Norfolk City ,30,William H. Ruffner Middle,              85
2020-2021,118,Norfolk City ,860,Willoughby Early Childhood Center,              34
2020-2021,65,Northampton County ,452,Kiptopeke Elementary,              57
2020-2021,65,Northampton County ,350,Northampton High,              78
2020-2021,65,Northampton County ,360,Northampton Middle,              34
2020-2021,65,Northampton County ,451,Occohannock Elementary,              57
2020-2021,66,Northumberland County ,331,Northumberland Elementary,              76
2020-2021,66,Northumberland County ,40,Northumberland High,              69
2020-2021,66,Northumberland County ,210,Northumberland Middle,              34
2020-2021,119,Norton City ,20,J.I. Burton High ,              59
2020-2021,119,Norton City ,40,Norton Elementary,              71
2020-2021,67,Nottoway County ,340,Blackstone Primary,              51
2020-2021,67,Nottoway County ,330,Crewe Primary,              35
2020-2021,67,Nottoway County ,301,Nottoway High,              74
2020-2021,67,Nottoway County ,300,Nottoway Intermediate,              31
2020-2021,67,Nottoway County ,302,Nottoway Middle,              41
2020-2021,68,Orange County ,360,Gordon-Barbour Elementary,              39
2020-2021,68,Orange County ,70,Lightfoot Elementary,              29
2020-2021,68,Orange County ,50,Locust Grove Elementary,              61
2020-2021,68,Orange County ,471,Locust Grove Middle,              89
2020-2021,68,Orange County ,51,Locust Grove Primary School,              59
2020-2021,68,Orange County ,330,Orange County High ,             195
2020-2021,68,Orange County ,370,Orange Elementary,              76
2020-2021,68,Orange County ,340,Prospect Heights Middle,              81
2020-2021,68,Orange County ,350,Unionville Elementary,              19
2020-2021,69,Page County ,350,Luray Elementary,              74
2020-2021,69,Page County ,110,Luray High,              74
2020-2021,69,Page County ,400,Luray Middle,              59
2020-2021,69,Page County ,380,Page County High,              46
2020-2021,69,Page County ,390,Page County Middle,              39
2020-2021,69,Page County ,310,Shenandoah Elementary,              46
2020-2021,69,Page County ,50,Springfield Elementary,              30
2020-2021,69,Page County ,210,Stanley Elementary,              42
2020-2021,70,Patrick County ,440,Blue Ridge Elementary,              37
2020-2021,70,Patrick County ,350,Hardin Reynolds Elementary,              36
2020-2021,70,Patrick County ,150,Meadows of Dan Elementary ,              30
2020-2021,70,Patrick County ,700,Patrick County High,             127
2020-2021,70,Patrick County ,680,Patrick Springs Elementary,              78
2020-2021,70,Patrick County ,320,Stuart Elementary,              71
2020-2021,70,Patrick County ,80,Woolwine Elementary,              43
2020-2021,120,Petersburg City ,110,Cool Spring Elementary,              28
2020-2021,120,Petersburg City ,170,Lakemont Elementary,              37
2020-2021,120,Petersburg City ,200,Petersburg High,             140
2020-2021,120,Petersburg City ,180,Pleasants Lane Elementary,              42
2020-2021,120,Petersburg City ,121,Vernon Johns Middle,             122
2020-2021,120,Petersburg City ,130,Walnut Hill Elementary,              46
2020-2021,120,Petersburg City ,160,Westview Early Childhood Education Center,<
2020-2021,71,Pittsylvania County ,1853,Brosville Elementary ,              27
2020-2021,71,Pittsylvania County ,640,Chatham Elementary,              36
2020-2021,71,Pittsylvania County ,1720,Chatham High,              92
2020-2021,71,Pittsylvania County ,1660,Chatham Middle,              62
2020-2021,71,Pittsylvania County ,1680,Dan River High,             105
2020-2021,71,Pittsylvania County ,1090,Dan River Middle,              54
2020-2021,71,Pittsylvania County ,280,Gretna Elementary,              53
2020-2021,71,Pittsylvania County ,1700,Gretna High,              81
2020-2021,71,Pittsylvania County ,290,Gretna Middle,              46
2020-2021,71,Pittsylvania County ,30,John L. Hurt Elementary,              28
2020-2021,71,Pittsylvania County ,1690,Kentuck Elementary,              66
2020-2021,71,Pittsylvania County ,1750,Mount Airy Elementary,              17
2020-2021,71,Pittsylvania County ,1460,Southside Elementary,              41
2020-2021,71,Pittsylvania County ,1710,Stony Mill Elementary,              46
2020-2021,71,Pittsylvania County ,1730,Tunstall High,             100
2020-2021,71,Pittsylvania County ,1130,Tunstall Middle,              71
2020-2021,71,Pittsylvania County ,1851,Twin Springs Elementary,              74
2020-2021,71,Pittsylvania County ,1740,Union Hall Elementary,              23
2020-2021,142,Poquoson City ,150,Poquoson Elementary,              53
2020-2021,142,Poquoson City ,10,Poquoson High,              67
2020-2021,142,Poquoson City ,130,Poquoson Middle,              47
2020-2021,142,Poquoson City ,160,Poquoson Primary,              64
2020-2021,121,Portsmouth City ,1766,Brighton Elementary ,              49
2020-2021,121,Portsmouth City ,321,Churchland Academy Elementary,              84
2020-2021,121,Portsmouth City ,650,Churchland Elementary,              49
2020-2021,121,Portsmouth City ,500,Churchland High,             163
2020-2021,121,Portsmouth City ,320,Churchland Middle,             106
2020-2021,121,Portsmouth City ,322,Churchland Preschool Center,              23
2020-2021,121,Portsmouth City ,160,Churchland Primary & Intermediate,              50
2020-2021,121,Portsmouth City ,1130,Cradock Middle,              92
2020-2021,121,Portsmouth City ,190,Douglass Park Elementary,              49
2020-2021,121,Portsmouth City ,1630,Hodges Manor Elementary,              42
2020-2021,121,Portsmouth City ,240,I.C. Norcom High,             197
2020-2021,121,Portsmouth City ,1400,James Hurst Elementary,              65
2020-2021,121,Portsmouth City ,230,John Tyler Elementary,              53
2020-2021,121,Portsmouth City ,1650,Lakeview Elementary,              62
2020-2021,121,Portsmouth City ,1768,Mount Hermon Preschool Center,              38
2020-2021,121,Portsmouth City ,1770,Olive Branch Preschool Center,              31
2020-2021,121,Portsmouth City ,60,Park View Elementary,              68
2020-2021,121,Portsmouth City ,290,Simonsdale Elementary,              89
2020-2021,121,Portsmouth City ,1769,Victory Elementary,              50
2020-2021,121,Portsmouth City ,210,Westhaven Elementary,              73
2020-2021,121,Portsmouth City ,310,William E. Waters Middle,              75
2020-2021,121,Portsmouth City ,1660,Woodrow Wilson High,             181
2020-2021,72,Powhatan County ,21,Flat Rock Elementary,              93
2020-2021,72,Powhatan County ,231,Pocahontas Elementary,             102
2020-2021,72,Powhatan County ,13,Powhatan Elementary,              60
2020-2021,72,Powhatan County ,11,Powhatan High,             194
2020-2021,72,Powhatan County ,130,Powhatan Middle,             125
2020-2021,73,Prince Edward County ,400,Prince Edward County High,              88
2020-2021,73,Prince Edward County ,10,Prince Edward Elementary,              92
2020-2021,73,Prince Edward County ,20,Prince Edward Middle,              63
2020-2021,74,Prince George County ,340,David A. Harrison Elementary,              83
2020-2021,74,Prince George County ,320,J.E.J. Moore Middle ,             174
2020-2021,74,Prince George County ,310,L.L. Beazley Elementary,              66
2020-2021,74,Prince George County ,290,North Elementary,             109
2020-2021,74,Prince George County ,20,Prince George High,             242
2020-2021,74,Prince George County ,300,South Elementary,              63
2020-2021,74,Prince George County ,483,Sussex Central Elementary,<
2020-2021,74,Prince George County ,280,William A. Walton Elementary,              80
2020-2021,75,Prince William County ,330,A. Henderson Elementary,              89
2020-2021,75,Prince William County ,760,Antietam Elementary,             106
2020-2021,75,Prince William County ,200,Ashland Elementary,             113
2020-2021,75,Prince William County ,290,Battlefield High ,             357
2020-2021,75,Prince William County ,670,Bel Air Elementary,              84
2020-2021,75,Prince William County ,600,Belmont Elementary,              85
2020-2021,75,Prince William County ,840,Bennett Elementary,             107
2020-2021,75,Prince William County ,530,Brentsville District High,             152
2020-2021,75,Prince William County ,860,Bristow Run Elementary,              87
2020-2021,75,Prince William County ,950,Buckland Mills Elementary,              72
2020-2021,75,Prince William County ,920,Bull Run Middle,             174
2020-2021,75,Prince William County ,620,C.A. Sinclair Elementary,              84
2020-2021,75,Prince William County ,710,C.D. Hylton High,             231
2020-2021,75,Prince William County ,900,Cedar Point Elementary,              84
2020-2021,75,Prince William County ,5010,Charles J. Colgan Sr. High,             314
2020-2021,75,Prince William County ,970,Chris Yung Elementary,              91
2020-2021,75,Prince William County ,660,Coles Elementary,              50
2020-2021,75,Prince William County ,309,Covington-Harper Elementary,              93
2020-2021,75,Prince William County ,610,Dale City Elementary,              76
2020-2021,75,Prince William County ,280,Dumfries Elementary,              58
2020-2021,75,Prince William County ,490,E.H. Marsteller Middle,             161
2020-2021,75,Prince William County ,580,Elizabeth Vaughan Elementary,              68
2020-2021,75,Prince William County ,120,Enterprise Elementary,              52
2020-2021,75,Prince William County ,370,Fannie W. Fitzgerald Elementary,              97
2020-2021,75,Prince William County ,450,Featherstone Elementary,              51
2020-2021,75,Prince William County ,870,Forest Park High,             268
2020-2021,75,Prince William County ,520,Fred M. Lynn Middle,             197
2020-2021,75,Prince William County ,300,Freedom High ,             353
2020-2021,75,Prince William County ,960,Gainesville Middle,             177
2020-2021,75,Prince William County ,690,Gar-Field High,             333
2020-2021,75,Prince William County ,630,George G. Tyler Elementary,              73
2020-2021,75,Prince William County ,640,George M. Hampton Middle,             144
2020-2021,75,Prince William County ,770,George P. Mullen Elementary,             102
2020-2021,75,Prince William County ,340,Glenkirk Elementary,             113
2020-2021,75,Prince William County ,510,Graham Park Middle,             141
2020-2021,75,Prince William County ,250,Haymarket Elementary,             102
2020-2021,75,Prince William County ,380,Herbert J. Saunders Middle,             149
2020-2021,75,Prince William County ,220,J.W. Alvey Elementary,              66
2020-2021,75,Prince William County ,319,John D. Jenkins Elementary,              78
2020-2021,75,Prince William County ,130,John F. Pattie Sr. Elementary,             135
2020-2021,75,Prince William County ,70,Kerrydale Elementary,              51
2020-2021,75,Prince William County ,306,Kyle R. Wilson Elementary,              90
2020-2021,75,Prince William County ,180,Lake Ridge Elementary,              79
2020-2021,75,Prince William County ,720,Lake Ridge Middle,             143
2020-2021,75,Prince William County ,830,Leesylvania Elementary,             104
2020-2021,75,Prince William County ,460,Loch Lomond Elementary,              83
2020-2021,75,Prince William County ,880,Louise A. Benton Middle,             178
2020-2021,75,Prince William County ,160,Martin Luther King Jr. Elementary,              32
2020-2021,75,Prince William County ,570,Marumsco Hills Elementary,              47
2020-2021,75,Prince William County ,231,Mary G. Porter Traditional,              44
2020-2021,75,Prince William County ,240,Mary Williams Elementary ,              88
2020-2021,75,Prince William County ,30,Minnieville Elementary,              94
2020-2021,75,Prince William County ,800,Montclair Elementary,              98
2020-2021,75,Prince William County ,810,Mountain View Elementary,              88
2020-2021,75,Prince William County ,700,Neabsco Elementary,              77
2020-2021,75,Prince William County ,260,Occoquan Elementary,              80
2020-2021,75,Prince William County ,820,Old Bridge Elementary,              82
2020-2021,75,Prince William County ,80,Osbourn Park High,             193
2020-2021,75,Prince William County ,501,Parkside Middle,             243
2020-2021,75,Prince William County ,1060,Patriot High,             337
