LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_ENR,LEA_ENR_NONLEAFAC,LEA_SCHOOLS,LEA_CRCOORD_SEX_IND,LEA_CRCOORD_RAC_IND,LEA_CRCOORD_DIS_IND,LEA_CRCOORD_SEX_FN,LEA_CRCOORD_SEX_LN,LEA_CRCOORD_SEX_PH,LEA_CRCOORD_SEX_EM,LEA_CRCOORD_RAC_FN,LEA_CRCOORD_RAC_LN,LEA_CRCOORD_RAC_PH,LEA_CRCOORD_RAC_EM,LEA_CRCOORD_DIS_FN,LEA_CRCOORD_DIS_LN,LEA_CRCOORD_DIS_PH,LEA_CRCOORD_DIS_EM,LEA_DESEGPLAN,LEA_HBPOLICY_IND,LEA_HBPOLICYURL_IND,LEA_HBPOLICY_URL,LEA_ECE_IND,LEA_ECE_NONIDEA,LEA_PS_IND,LEA_PS_FULLDAYFREE,LEA_PS_FULLDAYCOST,LEA_PS_PARTDAYFREE,LEA_PS_PARTDAYCOST,LEA_PSENR_NONIDEA_A3,LEA_PSENR_NONIDEA_A4,LEA_PSENR_NONIDEA_A5,LEA_PSENR_A2,LEA_PSENR_A3,LEA_PSENR_A4,LEA_PSENR_A5,LEA_PSELIG_ALL,LEA_PSELIG_IDEA,LEA_PSELIG_TITLEI,LEA_PSELIG_LOWINC,LEA_KG_IND,LEA_KG_FULLDAYFREE,LEA_KG_FULLDAYCOST,LEA_KG_PARTDAYFREE,LEA_KG_PARTDAYCOST,LEA_GED_IND,LEA_GEDPART_HI_M,LEA_GEDPART_HI_F,LEA_GEDPART_AM_M,LEA_GEDPART_AM_F,LEA_GEDPART_AS_M,LEA_GEDPART_AS_F,LEA_GEDPART_HP_M,LEA_GEDPART_HP_F,LEA_GEDPART_BL_M,LEA_GEDPART_BL_F,LEA_GEDPART_WH_M,LEA_GEDPART_WH_F,LEA_GEDPART_TR_M,LEA_GEDPART_TR_F,TOT_GEDPART_M,TOT_GEDPART_F,LEA_GEDPART_LEP_M,LEA_GEDPART_LEP_F,LEA_GEDPART_IDEA_M,LEA_GEDPART_IDEA_F,LEA_GEDCRED_HI_M,LEA_GEDCRED_HI_F,LEA_GEDCRED_AM_M,LEA_GEDCRED_AM_F,LEA_GEDCRED_AS_M,LEA_GEDCRED_AS_F,LEA_GEDCRED_HP_M,LEA_GEDCRED_HP_F,LEA_GEDCRED_BL_M,LEA_GEDCRED_BL_F,LEA_GEDCRED_WH_M,LEA_GEDCRED_WH_F,LEA_GEDCRED_TR_M,LEA_GEDCRED_TR_F,TOT_GEDCRED_M,TOT_GEDCRED_F,LEA_GEDCRED_LEP_M,LEA_GEDCRED_LEP_F,LEA_GEDCRED_IDEA_M,LEA_GEDCRED_IDEA_F,LEA_DISTED_IND,LEA_DISTEDENR_HI_M,LEA_DISTEDENR_HI_F,LEA_DISTEDENR_AM_M,LEA_DISTEDENR_AM_F,LEA_DISTEDENR_AS_M,LEA_DISTEDENR_AS_F,LEA_DISTEDENR_HP_M,LEA_DISTEDENR_HP_F,LEA_DISTEDENR_BL_M,LEA_DISTEDENR_BL_F,LEA_DISTEDENR_WH_M,LEA_DISTEDENR_WH_F,LEA_DISTEDENR_TR_M,LEA_DISTEDENR_TR_F,TOT_DISTEDENR_M,TOT_DISTEDENR_F,LEA_DISTEDENR_LEP_M,LEA_DISTEDENR_LEP_F,LEA_DISTEDENR_IDEA_M,LEA_DISTEDENR_IDEA_F
CO,COLORADO,0803240,De Beque Joint District No. 49 of the counties of Mesa and,P O BOX 70,DE BEQUE,81630,No,149,0,2,Yes,Yes,Yes,Alan,Dillon,970-283-5418,adillon@debeque.k12.co.us,Alan,Dillon,970-283-5418,adillon@debeque.k12.co.us,Alan,Dillon,970-283-5418,adillon@debeque.k12.co.us,No,Yes,Yes,www.dbschools.org,No,-9,Yes,No,No,Yes,No,Yes,Yes,Yes,0,2,11,2,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803270,Deer Trail School District No. 26J,P O BOX 129,DEER TRAIL,80105,No,189,0,2,Yes,Yes,Yes,Kevin,Schott,303-769-4421,kschott@dt26j.org,Kevin,Schott,303-769-4421,kschott@dt26j.org,Karee,Klassen,303-769-4421,kklassen@dt26j.org,No,Yes,Yes,www.dt26j.org,No,-9,Yes,No,No,Yes,No,Yes,Yes,Yes,0,2,8,14,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,2,0,0,0,0,0,0,0,0,5,14,0,0,7,16,2,2,2,0
CO,COLORADO,0803300,Del Norte Consolidated School District No. C-7,770 11TH STREET,DEL NORTE,81132,No,426,0,3,Yes,Yes,Yes,Ken,Groff,719-657-4040,kgroff@del-norte.k12.co.us,Ken,Groff,719-657-4040,kgroff@del-norte.k12.co.us,Ken,Groff,719-657-4040,kgroff@del-norte.k12.co.us,No,Yes,No,-9,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,11,11,0,0,0,0,0,0,0,0,8,5,0,0,19,16,2,0,2,0
CO,COLORADO,0803330,Delta County Joint District No. 50,7655 2075 ROAD,DELTA,81416,No,4984,38,18,Yes,Yes,Yes,Sandie,Jungers,970-874-7607,sjungers@deltaschools.com,Sandie,Jungers,970-874-7607,sjungers@deltaschools.com,Sandie,Jungers,970-847-7607,sjungers@deltaschools.com,No,Yes,Yes,www.deltaschools.com,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,20,89,221,17,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,0,0,0,0,0,0,0,0,0,2,11,0,0,4,11,0,0,0,0
CO,COLORADO,0803360,School District No. 1 in the county of Denver and State of C,1860 LINCOLN ST,DENVER,80203,Yes,90236,0,198,Yes,Yes,Yes,Eldridge,Greer,(720) 423-2050,eldridge_greer@dpsk12.org,Bill,De La Cruz,(720) 423-3239,BILL_DELACRUZ@dpsk12.org,Steve,Nederveld,(720) 423-1475,steven_nederveld@dpsk12.org,No,Yes,Yes,http://www.boarddocs.com/co/dpsk12/Board.nsf/Public,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1142,3770,83,Yes,-9,-9,-9,Yes,Yes,Yes,Yes,No,Yes,44,26,2,0,2,2,0,0,17,14,11,8,2,0,78,50,11,8,0,0,7,13,-2,-2,-2,-2,-2,-2,7,4,-2,4,-2,-2,14,21,-2,-2,-2,-2,Yes,26,41,2,2,0,2,0,0,2,8,44,71,5,2,79,126,0,0,5,8
CO,COLORADO,0803390,Dolores School District No. Re-4A,P.O. BOX 727,DOLORES,81323,No,790,0,4,Yes,Yes,Yes,Laurie,Arnett,9708827255,larnett@dolores.k12.co.us,Laurie,Arnett,9708827255,larnett@dolores.k12.co.us,Laurie,Arnett,9708827255,larnett@dolores.k12.co.us,No,Yes,Yes,https://doloresschools.org/section-j-students,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,26,35,2,Yes,-9,-9,-9,No,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,2,0,0,8,5,0,0,8,7,0,0,2,2
CO,COLORADO,0803420,Dolores County School District RE-2J,P O DRAWER 459,DOVE CREEK,81324,No,283,0,3,Yes,Yes,Yes,Bruce,Hankins,(970) 677-2296,bhankins@dc2j.org,Bruce,Hankins,(970) 677-2296,bhankins@dc2j.org,Bruce,Hankins,(970) 677-2296,bhankins@dc2j.org,No,Yes,Yes,www.dc2j.org,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,0,2,20,2,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,5,5,2,0,7,5,0,0,0,0
CO,COLORADO,0803450,Douglas County School District No. Re 1,701 PRAIRIE HAWK DRIVE,CASTLE ROCK,80108,No,66897,50,90,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,Yes,Yes,https://www.dcsdk12.org/nondiscriminationnon-harassment-of-students-0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,35,623,956,8,Yes,-9,-9,-9,Yes,Yes,Yes,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803480,Durango School District No. 9-R,201 EAST 12TH STREET,DURANGO,81301,Yes,4670,2,12,Yes,Yes,Yes,Jackie,Oros,970-247-5411,joros@durango.k12.co.us,Jackie,Oros,970-247-5411,joros@durango.k12.co.us,Jackie,Oros,970-247-5411,joros@durango.k12.co.us,No,Yes,Yes,http://www.boarddocs.com/co/dsd/Board.nsf/Public,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,20,125,14,Yes,-9,-9,-9,Yes,Yes,No,No,No,Yes,2,2,2,0,0,0,0,0,0,0,2,5,0,0,6,7,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,2,0
CO,COLORADO,0803510,Kiowa County School District  Re-1,210 WEST 10TH,EADS,81036,No,171,0,3,Yes,Yes,Yes,Glenn,Smith,719-438-2218,glenn.smith@eadseagles.org,Glenn,Smith,719-438-2218,glenn.smith@eadseagles.org,Glenn,Smith,719-438-2218,glenn.smith@eadseagles.org,No,Yes,Yes,www.eadseagles.org,No,-9,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,2,8,8,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0
CO,COLORADO,0803540,Eagle County School District No. Re 50,P O BOX 740,EAGLE,81631,No,6804,0,18,Yes,Yes,Yes,Philip,Qualman,(970)328-2939,Philip.Qualman@eagleschools.net,Philip,Qualman,(970)328-2939,Philip.Qualman@eagleschools.net,Christopher,Madison,(970)328-7924,Christopher.Madison@eagleschools.net,No,Yes,Yes,https://www.eagleschools.net/discipline/,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,86,98,95,173,Yes,-9,-9,-9,Yes,No,Yes,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,5,5,0,0,0,2,0,0,0,2,17,11,0,0,22,20,0,2,2,0
CO,COLORADO,0803600,Weld County School District No. Re-2,211 1ST ST,EATON,80615,No,1918,0,5,Yes,Yes,Yes,Bridgette,Muse,970-454-3402,bmuse@eaton.k12.co.us,Bridgette,Muse,970-454-3402,bmuse@eaton.k12.co.us,Bridgette,Muse,970-454-3402,bmuse@eaton.k12.co.us,No,Yes,Yes,www.eaton.k12.co.us,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803630,Edison Joint District No. 54 of the counties of El Paso and,14550 EDISON ROAD,YODER,80864,No,216,0,4,Yes,Yes,Yes,Patrick,Bershinsky,(719)478-2125,pbershinsky@edison54jt.org,Patrick,Bershinsky,(719)478-2125,pbershinsky@edison54jt.org,Patrick,Bershinsky,(719)478-2125,pbershinsky@edison54jt.org,No,Yes,Yes,http://www.edison54jt.org/,No,-9,Yes,No,Yes,No,No,Yes,Yes,No,0,5,5,0,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803690,Elbert School District No. 200,24489 Main Street,Elbert,80106,No,213,2,2,Yes,Yes,Yes,Kelli,Thompson,303-648-3030,kloflin@elbertschool.org,Kelli,Thompson,303-648-3030,kloflin@elbertschool.org,Kelli,Thompson,303-648-3030,kloflin@elbertschool.org,No,Yes,Yes,www.elbertschool.org/school-board-policies/,No,-9,Yes,No,No,No,Yes,Yes,Yes,No,0,8,8,0,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
CO,COLORADO,0803720,School District No. C-1 in the county of Elbert and State o,P O BOX 610,ELIZABETH,80107,No,2483,2480,8,Yes,Yes,Yes,Kin,Shuman,(303)646-1832,kshuman@esdk12.org,Kin,Shuman,(303)646-1832,kshuman@esdk12.org,Kim,Morrison,(303)646-1844,kmorrison@esdk12.org,No,Yes,Yes,http://www.elizabeth.k12.co.us/SectionJ.aspx,No,-9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,0,0,44,80,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803750,Ellicott School District No. 22 in the county of El Paso a,322 SOUTH ELLICOTT HIGHWAY,ELLICOTT,80808,No,1044,5,3,Yes,Yes,Yes,Joe,Torrez,7196832700,joetorrez@esd22.org,Joe,Torrez,7196832700,joetorrez@esd22.org,Joe,Torrez,7196832700,joetorrez@esd22.org,No,Yes,Yes,https://drive.google.com/drive/folders/0Bxvo2-cHOfRQWkFLd2JaZUxUZ28,No,-9,Yes,No,No,Yes,No,Yes,Yes,No,0,26,65,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803780,Englewood School District No. 1 in the county of Arapahoe,4101 SOUTH BANNOCK STREET,ENGLEWOOD,80110,No,2854,17,9,Yes,Yes,Yes,Melanie,Dressman,303-806-2008,melanie_dressman@engschools.net,Melanie,Dressman,303-806-2008,melanie_dressman@engschools.net,Melanie,Dressman,303-806-2008,melanie_dressman@engschools.net,No,Yes,Yes,http://www.englewoodschools.net/Page/2942,No,-9,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0,5,8,14,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803810,Estes Park School District R-3,1605 BRODIE AVENUE,ESTES PARK,80517,No,1143,0,4,Yes,Yes,Yes,Kevin,Aten,(970)586-2361 x3016,kevin_aten@psdr3.k12.co.us,Kevin,Aten,(970)586-2361 x3016,kevin_aten@psdr3.k12.co.us,Kevin,Aten,(970)586-2361 x3016,kevin_aten@psdr3.k12.co.us,No,Yes,Yes,https://docs.google.com/document/d/18awBOpjbaIbwAcUDxDNgVJKP0yaF3ZoFPPBiDr9nHd0/edit,No,-9,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,8,32,2,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803840,Park County School District No. Re-2,BOX 189,FAIRPLAY,80440,No,617,5,5,Yes,Yes,Yes,Becky,Minnis,7198363111,bminnis@parkcountyre2.org,Becky,Minnis,7198363111,bminnis@parkcountyre2.org,Becky,Minnis,7198363111,bminnis@parkcountyre2.org,No,Yes,Yes,www.parkcountyre2.org,No,-9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,0,29,32,2,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,Yes,2,2,2,0,2,0,0,0,0,0,17,26,2,0,25,28,0,0,2,2
CO,COLORADO,0803870,Falcon School District No. 49 in the county of El Paso and,10850 EAST WOODMEN ROAD,Peyton,80831,No,20561,0,23,Yes,Yes,Yes,Dr Louis,Fletcher,719-495-1105,lfletcher@d49.org,Dr Louis,Fletcher,719-495-1105,lfletcher@d49.org,Nancy,Lemmond,719-495-1100,nlemmond@D49.org,No,Yes,Yes,https://www.d49.org/site/default.aspx?PageType=3&ModuleInstanceID=685&ViewID=7B97F7ED-8E5E-4120-848F-A8B4987D588F&RenderLoc=0&FlexDataID=1179&PageID=556,No,-9,Yes,No,No,No,Yes,Yes,Yes,Yes,2,17,17,8,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803930,School District No. Re-3 Frenchman,506 NORTH FREMONT AVE,FLEMING,80728,No,205,0,14,Yes,Yes,Yes,Steve,McCracken,970-265-2111,mccrackens@flemingschools.org,Steve,McCracken,970-265-2111,mccrackens@flemingschools.org,Steve,McCracken,970-265-2111,mccrackens@flemingschools.org,No,Yes,Yes,www.flemingschools.org,No,-9,Yes,No,No,No,Yes,Yes,Yes,Yes,0,2,11,2,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0
CO,COLORADO,0803960,Fremont Re-2,403 WEST 5TH STREET,FLORENCE,81226,No,1306,71,4,Yes,Yes,Yes,Rhonda,Roberts,719-784-6312,rroberts@re-2.org,Rhonda,Roberts,719-784-6312,rroberts@re-2.org,Rhonda,Roberts,719-784-6312,rroberts@re-2.org,No,Yes,No,-9,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,17,38,20,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,0,0,0,0,0,0,0,0,0,8,5,0,0,10,5,0,0,0,0
CO,COLORADO,0803990,Poudre School District R-1,2407 LA PORTE AVENUE,FORT COLLINS,80521,Yes,29612,0,52,Yes,Yes,Yes,Darcie,Votipka,970-490-3033,dvotipka@psdschools.org,Darcie,Votipka,970-490-3033,dvotipka@psdschools.org,Darcie,Votipka,970-490-3033,dvotipka@psdschools.org,No,Yes,Yes,www.psdschools.org/sites/psd.psdschools.org/files/PSD/policies//JBB.pdf,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,359,554,1919,Yes,-9,-9,-9,Yes,No,Yes,Yes,No,Yes,5,5,0,0,0,0,0,0,0,0,2,8,0,0,7,13,0,2,0,0,4,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,10,-2,-2,4,14,-2,-2,-2,-2,Yes,71,71,5,5,5,2,0,0,5,2,149,98,5,8,240,186,5,5,32,11
CO,COLORADO,0804020,Weld County Reorganized School District No. Re-8,301 REYNOLDS STREET,FORT LUPTON,80621,No,2354,5,5,Yes,Yes,Yes,Budd,Buchmann,(303)857-3214,bbuchmann@weld8.org,Budd,Buchmann,(303)857-3214,bbuchmann@weld8.org,Budd,Buchmann,(303)857-3214,bbuchmann@weld8.org,No,Yes,Yes,https://drive.google.com/drive/folders/0BxC6TzCfspWPUHVWMl9kOEI1elk,No,-9,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,17,101,56,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,School District No. Re-3 Fort Morgan,715 W. PLATTE AVENUE,FORT MORGAN,80701,No,3258,26,8,Yes,Yes,Yes,Ron,Echols,(970) 867-5633,ron.echols@morgan.k12.co.us,Ron,Echols,(970) 867-5633,ron.echols@morgan.k12.co.us,Ron,Echols,(970) 867-5633,ron.echols@morgan.k12.co.us,No,Yes,Yes,http://www.morgan.k12.co.us/pages/Morgan_County_SD_Re_3/Employment/School_District_Policies,No,-9,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0,86,176,77,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,14,8,0,0,0,0,0,0,0,2,2,2,0,0,16,12,2,2,2,0,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso,10665 JIMMY CAMP ROAD,FOUNTAIN,80817,No,7880,7880,13,Yes,Yes,Yes,Henry,Gonzales,719-382-1300,hgonzales@ffc8.org,Henry,Gonzales,719-382-1300,hgonzales@ffc8.org,Henry,Gonzales,719-382-1300,hgonzales@ffc8.org,No,Yes,Yes,www.ffc8.org,No,-9,Yes,No,No,Yes,No,Yes,Yes,Yes,0,38,185,62,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804110,Fowler School District No. R4J,P O BOX 218,FOWLER,81039,No,387,0,3,Yes,Yes,Yes,Steven,Grasmick,719-263-4224,steven.grasmick@fowler.k12.co.us,Steven,Grasmick,719-263-4224,steven.grasmick@fowler.k12.co.us,Donna,Aragon,719-263-4224,donna.aragon@fowler.k12.co.us,No,No,-9,-9,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,2,0,0,0,0,0,0,0,0,2,11,0,0,4,13,0,0,0,0
CO,COLORADO,0804140,Sierra Grande School District No. R-30,17523 HIGHWAY 160,BLANCA,81123,No,290,0,1,Yes,Yes,Yes,Darren,Edgar,719-379-3259,dedgar@sierragrandeschool.net,Darren,Edgar,719-379-3259,dedgar@sierragrandeschool.net,Darren,Edgar,719-379-3259,dedgar@sierragrandeschool.net,No,Yes,No,-9,No,-9,Yes,No,No,Yes,No,No,Yes,Yes,0,2,8,2,No,Yes,No,Yes,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
