SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2018-2019,8,COLORADO,CO,WORLD  COMPASS ACADEMY,Douglas County School District No. Re 1,1,,CO-0900,803450,CO-0900-9397,80345006666,806666,2490 SOUTH PERRY STREET,,,CASTLE ROCK,CO,80104,,2400 SOUTH PERRY STREET,,,CASTLE ROCK,CO,80104,1985.0,(303)814-5200,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,Yes,0900,Douglas County School District No. Re 1,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2018-2019,8,COLORADO,CO,PARKER PERFORMING ARTS,Douglas County School District No. Re 1,1,,CO-0900,803450,CO-0900-6719,80345006690,806690,15035 COMPARK BLVD.,,,PARKER,CO,80134,,15035 COMPARK BLVD,,,PARKER,CO,80134,3281.0,(720)709-7400,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,Yes,0900,Douglas County School District No. Re 1,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2018-2019,8,COLORADO,CO,RENAISSANCE SECONDARY SCHOOL,Douglas County School District No. Re 1,1,,CO-0900,803450,CO-0900-7244,80345006714,806714,4833 FRONT STREET UNIT #145,,,CASTLE ROCK,CO,80104,,3980 TRAIL BOSS LANE,,,CASTLE ROCK,CO,80104,,(303)387-0505,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,Yes,0900,Douglas County School District No. Re 1,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,06,11,Secondary,As reported
2018-2019,8,COLORADO,CO,ASCENT CLASSICAL ACADEMY,Douglas County School District No. Re 1,1,,CO-0900,803450,CO-0900-0079,80345006760,806760,601 CORPORATE CIRECLE STE A,,,GOLDEN,CO,80104,,3558 CELESTIAL AVENUE,,,CASTLE ROCK,CO,80104,,(303)387-9506,,3,New,3,New,01/16/2019,Regular School,1,No,No,Yes,0900,Douglas County School District No. Re 1,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,KG,10,Other,As reported
2018-2019,8,COLORADO,CO,LEMAN CLASSICAL ACADEMY,Douglas County School District No. Re 1,1,,CO-0900,803450,CO-0900-5225,80345006765,806765,19560 STROH ROAD,,,PARKER,CO,80134,,19560 STROH ROAD,,,PARKER,CO,80134,5274.0,(720)635-8096,,3,New,3,New,01/16/2019,Regular School,1,No,No,Yes,0900,Douglas County School District No. Re 1,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2018-2019,8,COLORADO,CO,DURANGO HIGH SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-2318,80348000448,800448,2390 MAIN AVENUE,,,DURANGO,CO,81301,,2390 MAIN AVENUE,,,DURANGO,CO,81301,4638.0,(970)259-1630,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,FLORIDA MESA ELEMENTARY SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-3012,80348000449,800449,216 HIGHWAY 172,,,DURANGO,CO,81303,,216 HIGHWAY 172,,,DURANGO,CO,81303,8295.0,(970)247-4250,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,FORT LEWIS MESA ELEMENTARY SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-3050,80348000450,800450,11274 HIGHWAY 140,,,HESPERUS,CO,81326,9507.0,11274 HIGHWAY 140,,,HESPERUS,CO,81326,9507.0,(970)588-3331,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,MILLER MIDDLE SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-5888,80348000452,800452,2608 JUNCTION STREET,,,DURANGO,CO,81301,,2608 JUNCTION STREET,,,DURANGO,CO,81301,4133.0,(970)247-1418,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,NEEDHAM ELEMENTARY SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-6222,80348000453,800453,2425 WEST THIRD AVENUE,,,DURANGO,CO,81301,,2425 WEST THIRD AVENUE,,,DURANGO,CO,81301,4515.0,(970)247-4791,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,PARK ELEMENTARY SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-6738,80348000454,800454,510 E. 6TH AVE.,,,DURANGO,CO,81301,,510 E. 6TH  AVE.,,,DURANGO,CO,81301,,(970)247-3718,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,RIVERVIEW ELEMENTARY SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-7402,80348000455,800455,2900 MESA AVENUE,,,DURANGO,CO,81301,,2900 MESA AVENUE,,,DURANGO,CO,81301,4724.0,(970)247-3862,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,ESCALANTE MIDDLE SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-7994,80348000456,800456,141 BAKER LANE,,,DURANGO,CO,81303,,141 BAKER LANE,,,DURANGO,CO,81303,6559.0,(970)247-9491,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,SUNNYSIDE ELEMENTARY SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-8388,80348000457,800457,75 CR 218,,,DURANGO,CO,81303,,75 CR 218,,,DURANGO,CO,81303,3801.0,(970)259-5249,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,ANIMAS VALLEY ELEMENTARY SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-0225,80348001066,801066,373 HERMOSA MEADOWS ROAD,,,DURANGO,CO,81301,,373 HERMOSA MEADOWS ROAD,,,DURANGO,CO,81301,,(970)247-0124,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,ROBERT DENIER YOUTH SERVICES CENTER,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-9806,80348006353,806353,720 TURNER DRIVE,,,DURANGO,CO,81303,,720 TURNER DRIVE,,,DURANGO,CO,81303,,(970)375-2781,,1,Open,1,Open,01/16/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported
2018-2019,8,COLORADO,CO,DURANGO BIG PICTURE HIGH SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-3571,80348006597,806597,215 EAST 12TH STREET,,,DURANGO,CO,81301,,215 EAST 12TH STREET,,,DURANGO,CO,81301,,(970)259-0203,,1,Open,1,Open,01/16/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,DISTRICT 9-R SHARED SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-2097,80348006614,806614,201 EAST 12TH STREET,,,DURANGO,CO,81301,,201 EAST 12TH STREET,,,DURANGO,CO,81301,5206.0,(970)247-5411,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2018-2019,8,COLORADO,CO,COLORADO CONNECTIONS ACADEMY @ DURANGO,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-1526,80348006696,806696,201 EAST 12TH STREET,,,DURANGO,CO,81301,,201 EAST 12TH STREET,,,DURANGO,CO,81301,5206.0,(970)247-5411,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2018-2019,8,COLORADO,CO,THE JUNIPER SCHOOL,Durango School District No. 9-R,1,,CO-1520,803480,CO-1520-4384,80348006712,806712,PO BOX 655,,,DURANGO,CO,81302,,201 EAST 12TH STREET,,,DURANGO,CO,81301,5206.0,(970)403-4262,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,Yes,1520,Durango School District No. 9-R,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EADS ELEMENTARY SCHOOL,Kiowa County School District No. Re-1,1,,CO-1430,803510,CO-1430-2328,80351000458,800458,900 MAINE STREET,,,EADS,CO,81036,9624.0,900 MAINE STREET,,,EADS,CO,81036,9676.0,(719)438-2216,http://www.eadseagles.com,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EADS HIGH SCHOOL,Kiowa County School District No. Re-1,1,,CO-1430,803510,CO-1430-2336,80351000459,800459,210 WEST 10 STREET,,,EADS,CO,81036,9624.0,210 WEST 10 STREET,,,EADS,CO,81036,9624.0,(719)438-2214,http://www.eadseagles.com,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,EADS MIDDLE SCHOOL,Kiowa County School District No. Re-1,1,,CO-1430,803510,CO-1430-2332,80351001277,801277,900 MAINE STREET,,,EADS,CO,81036,9624.0,900 MAINE STREET,,,EADS,CO,81036,9676.0,(719)438-2216,http://www.eadseagles.com,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,BATTLE MOUNTAIN HIGH SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0604,80354000461,800461,151 MILLER RANCH ROAD,,,EDWARDS,CO,81620,,151 MILLER RANCH ROAD,,,EDWARDS,CO,81620,,(970)328-2930,http://bmhs.eagleschools.net/,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,EAGLE VALLEY ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-2346,80354000462,800462,P O BOX 780,,,EAGLE,CO,81631,,61 MILL ROAD,,,EAGLE,CO,81631,,(970)328-6981,http://eves.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EAGLE VALLEY HIGH SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-2350,80354000463,800463,P O BOX 188,,,GYPSUM,CO,81637,,641 VALLEY ROAD,,,GYPSUM,CO,81637,,(970)328-8960,http://evhs.eagleschools.net/,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,RED SANDSTONE ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-7296,80354000468,800468,551 NORTH FRONTAGE ROAD,,,VAIL,CO,81657,,551 NORTH FRONTAGE ROAD,,,VAIL,CO,81657,4062.0,(970)328-2910,http://rses.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EAGLE COUNTY CHARTER ACADEMY,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-2340,80354000851,800851,P O BOX 169,,,WOLCOTT,CO,81655,,1105 MILLER RANCH ROAD,,,EDWARDS,CO,81632,,(970)926-0656,http://www.ecca.org/,1,Open,1,Open,01/16/2019,Regular School,1,No,No,Yes,0910,Eagle County School District No. Re 50,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2018-2019,8,COLORADO,CO,EAGLE VALLEY MIDDLE SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-2355,80354001309,801309,P O BOX 1019,,,EAGLE,CO,81631,,747 EAST 3RD STREET,,,EAGLE,CO,81631,,(970)328-6224,http://evms.eagleschools.net/,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,HOMESTAKE PEAK SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-5742,80354001478,801478,P O BOX 5810,,,AVON,CO,81620,,750 EAGLE ROAD,,,AVON,CO,81620,,(970)328-2940,http://mmes.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2018-2019,8,COLORADO,CO,AVON ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0471,80354001530,801530,P O BOX 7567,,,AVON,CO,81620,,805 WEST BEAVER CREEK,,,AVON,CO,81620,,(970)328-2950,http://aes.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,BERRY CREEK MIDDLE SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0793,80354001531,801531,P O BOX 1416,,,EDWARDS,CO,81632,,1000 MILLER RANCH ROAD,,,EDWARDS,CO,81632,,(970)328-2960,http://bcms.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,RED HILL ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0037,80354001721,801721,PO BOX 1009,,,GYPSUM,CO,81637,,100 GRUNDEL WAY,,,GYPSUM,CO,81637,,(970)328-8970,http://rhes.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,BRUSH CREEK ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0038,80354001722,801722,PO BOX 4630,,,EAGLE,CO,81631,,333 EAGLE RANCH ROAD,,,EAGLE,CO,81631,,(970)328-8930,http://bces.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,GYPSUM CREEK MIDDLE SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0039,80354001723,801723,PO BOX 5129,,,GYPSUM,CO,81637,,401 GRUNDEL WAY,,,GYPSUM,CO,81637,,(970)328-8980,http://gcms.eagleschools.net/,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,RED CANYON HIGH SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0205,80354001756,801756,PO BOX 4807,,,EAGLE,CO,81631,4807.0,0256 CEMEMTARY ROAD,,,EDWARDS,CO,81631,,(970)926-8107,http://rchs.eagleschools.net/,1,Open,1,Open,01/16/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,EDWARDS ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-2530,80354006221,806221,0022 MEILE LANE,,,EDWARDS,CO,81632,,0022 MEILE LANE,,,EDWARDS,CO,81632,8107.0,(970)328-2970,http://ees.eagleschools.net/,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,GYPSUM ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-3710,80354006222,806222,P O BOX 570,,,GYPSUM,CO,81637,,601 HIGHWAY 6,,,GYPSUM,CO,81637,,(970)328-8940,http://ges.eagleschools.net/,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,JUNE CREEK ELEMENTARY SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-4838,80354006366,806366,1121 MILLER RANCH ROAD,,,EDWARDS,CO,81632,,1121 MILLER RANCH ROAD,,,EDWARDS,CO,81632,6425.0,(970)328-2980,http://jces.eagleschools.net,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,VAIL SKI AND SNOWBOARD ACADEMY (VSSA),Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-9061,80354006422,806422,PO BOX 360,,,MINTURN,CO,81645,,948 CHAMBERS AVENUE,,,EAGLE,CO,81631,,(970)328-2832,,1,Open,1,Open,01/16/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported
2018-2019,8,COLORADO,CO,WORLD ACADEMY,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-9701,80354006533,806533,PO BOX 740,,,EAGLE,CO,81631,,948 CHAMBERS AVENUE,,,EAGLE,CO,81631,,(970)328-9072,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2018-2019,8,COLORADO,CO,BATTLE MOUNTAIN EARLY COLLEGE HIGH SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-0861,80354006707,806707,151 MILLER RANCH ROAD,,,EDWARDS,CO,81632,,151 MILLER RANCH ROAD,,,EDWARDS,CO,81632,6420.0,(970)328-2930,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,EAGLE VALLEY EARLY COLLEGE HIGH SCHOOL,Eagle County School District No. Re 50,1,,CO-0910,803540,CO-0910-2643,80354006709,806709,641 VALLEY ROAD,,,GYPSUM,CO,81637,,641 VALLEY ROAD,,,GYPSUM,CO,81637,,(970)328-8960,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,EATON ELEMENTARY SCHOOL,Weld County School District No. Re-2,1,,CO-3085,803600,CO-3085-2448,80360000474,800474,25 CHEYENNE AVENUE,,,EATON,CO,80615,3400.0,25 CHEYENNE AVENUE,,,EATON,CO,80615,3400.0,(970)454-3331,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported
2018-2019,8,COLORADO,CO,EATON MIDDLE SCHOOL,Weld County School District No. Re-2,1,,CO-3085,803600,CO-3085-2452,80360000475,800475,225 JUNIPER AVENUE,,,EATON,CO,80615,3503.0,225 JUNIPER AVENUE,,,EATON,CO,80615,3503.0,(970)454-3358,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,EATON HIGH SCHOOL,Weld County School District No. Re-2,1,,CO-3085,803600,CO-3085-2456,80360000476,800476,114 PARK AVENUE,,,EATON,CO,80615,3502.0,114 PARK AVENUE,,,EATON,CO,80615,3502.0,(970)454-3374,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,GALETON ELEMENTARY SCHOOL,Weld County School District No. Re-2,1,,CO-3085,803600,CO-3085-3286,80360000477,800477,PO BOX 759,,,GALETON,CO,80622,758.0,24750 THIRD STREET,,,GALETON,CO,80622,,(970)454-3421,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,BENJAMIN EATON ELEMENTARY SCHOOL,Weld County School District No. Re-2,1,,CO-3085,803600,CO-3085-0754,80360001986,801986,100 SOUTH MOUNTAIN VIEW DRIVE,,,EATON,CO,80615,,100 SOUTH MOUNTAIN VIEW DRIVE,,,EATON,CO,80615,9112.0,(970)454-5200,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EDISON ELEMENTARY SCHOOL,Edison Joint District No. 54 of the counties of El Paso and,1,,CO-1120,803630,CO-1120-2514,80363000478,800478,14550 EDISON ROAD,,,YODER,CO,80864,9426.0,14550 EDISON ROAD,,,YODER,CO,80864,9427.0,(719)478-2125,http://Edison54JT.org,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EDISON JUNIOR-SENIOR HIGH SCHOOL,Edison Joint District No. 54 of the counties of El Paso and,1,,CO-1120,803630,CO-1120-2526,80363001278,801278,14550 EDISON ROAD,,,YODER,CO,80864,9426.0,14550 EDISON ROAD,,,YODER,CO,80864,9427.0,(719)478-2125,http://Edison54JT.org,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2018-2019,8,COLORADO,CO,EDISON PREP,Edison Joint District No. 54 of the counties of El Paso and,1,,CO-1120,803630,CO-1120-2523,80363006648,806648,14550 EDISON ROAD,,,YODER,CO,80864,,14550 EDISON ROAD,,,YODER,CO,80864,9427.0,(719)478-2125,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,ELBERT ELEMENTARY SCHOOL,Elbert School District No. 200,1,,CO-0950,803690,CO-0950-2570,80369000480,800480,P O BOX 38,,,ELBERT,CO,80106,38.0,24489 MAIN STREET,,,ELBERT,CO,80106,9659.0,(303)648-3030,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,ELBERT JUNIOR-SENIOR HIGH SCHOOL,Elbert School District No. 200,1,,CO-0950,803690,CO-0950-2574,80369000481,800481,P O BOX 38,,,ELBERT,CO,80106,38.0,24489 MAIN STREET,,,ELBERT,CO,80106,9659.0,(303)648-3030,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
